No,Headline,Body,link
60,"Mandato ng COVID-19 vax sa mga titser, pinag-uusapan na — DOH","ni Lolet Abania  |  March 2, 2022


Pinag-iisipan na ng Department of Health (DOH) ang posibilidad na mandatory para sa mga guro na magpabakuna kontra-COVID-19, sa gitna ng isinasagawang expansion phase ng face-to-face classes ng Department of Education (DepEd) at ang pagsasailalim sa 39 lugar sa buong bansa sa Alert Level 1.

Sa isang interview kay DOH Secretary Francisco Duque III ngayong Miyerkules, sinabi nitong tinitingnan nila kung posibleng imandato ang COVID-19 vaccination sa mga guro, aniya, “Yes, pinag-uusapan nga ‘yan.”

“In fact in some of our IATF (Inter-Agency Task Force) meetings, si Secretary Leonor Briones has been very, very front about it na malaking problema kung may mga teachers na anti-vaxxers, ayaw magpabakuna. ‘Yan naman ay tinitingnan na natin,” sabi ni Duque.

Gayunman ayon sa opisyal, maraming guro na sa ngayon ang nagnanais na rin na magpabakuna kontra-COVID-19, habang aniya, ang vaccine hesitancy rate sa bansa ay bumaba na sa 8%.

“I think that’s a good indication or a sign that people already now increasingly believe in the protection that the vaccines provide and they can take advantage of this,” dagdag pa ni Duque.

Sa ngayon, ang pagpapatuloy ng face-to-face classes ay nasa ilalim na ng kanilang expanded phase. Nitong Lunes, ipinahayag ng DepEd na may kabuuang 1,726 paaralan ang nagsimula na rin ng kanilang limitadong F2F classes.

Sa isinasagawang expansion phase, mga bakunadong guro lamang ang maaaring mag-participate sa F2F classes habang mga vaccinated learners naman ang “preferred” o piniling makiisa rito.

Gayundin, dahil sa pagbaba sa Alert Level 1 sa ilang mga lugar sa bansa, inaasahan na rin ng DepEd na maraming mga paaralan pa ang magiging bukas sa limitadong in-person classes.",https://www.bulgaronline.com/post/mandato-ng-covid-19-vax-sa-mga-titser-pinag-uusapan-na-doh
61,"OFW sa Hong Kong na tinamaan ng COVID-19, umabot na sa 190","ni Jasmin Joy Evangelista  |  March 2, 2022


Umabot na sa 190 overseas Filipino worker ang tinamaan ng COVID-19 sa Hong Kong, ayon sa Philippine Consulate General in Hong Kong.

Ayon kay labor attache Atty. Melchor Dizon, nasa 16 na OFW ang naka-recover sa COVID-19 habang ang iba ay nagpapagaling pa sa isolation facilities.

Para sa mga OFW na hindi makabalik kaagad sa kanilang mga employer matapos ang pagkakaroon ng virus, may inilaan  na boarding house ang Philippine Overseas Labor Office para sa mga ito.

Ayon pa kay Dizon, mayroong tatlong OFW na kanilang na-assist kung saan kinausap nila ang employer ng mga ito dahil nag-alangan umanong tanggapin sila matapos magpositibo sa COVID-19.

""Wala pa kaming reports na sila ay tinerminate. Ang termination dito ay kailangang i-report sa immigration. Hindi puwede 'yung basta lang ite-terminate,"" ani Dizon.

Sakaling mag-terminate ng OFW na nagka-COVID-19 ang employer, magbabayad ito ng penalty na HK$100,000.",https://www.bulgaronline.com/post/ofw-sa-hong-kong-na-tinamaan-ng-covid-19-umabot-na-sa-190
62,Mga simbahan inaasahan ang dagsa ng magsisimba ngayong Ash Wednesday,"ni Jasmin Joy Evangelista  |  March 2, 2022


Inaasahan ng mga simbahan na dadagsa ang mga mananampalataya ngayong Ash Wednesday matapos ang dalawang taon na pagkakansela ng mga aktibidad nito dahil sa pandemya.

Ngayong taon ay muling pinayagan ng simbahan ang tradisyunal na pagpapahid ng abo sa noo. 

Matatandaang noong nakaraang taon ay ibinubudbod lamang sa ulo ang abo upang maiwasan ang close contact.

Sa Holy Trinity Parish sa Commonwealth Avenue sa Quezon City, itse-check ng mga volunteer ang vaccination cards ng mga mass goers at pagsasagutin sa mga contact tracing forms tulad dati, ayon kay Fr. Amer Zaragosa.

“If the crowd gets bigger, it’s still the same, we would ensure that physical distancing would be observed,” ani Zaragosa, ang parochial vicar ng naturang simbahan.

Maglalagay din aniya ng mga karagdagang upuan sa labas ng simbahan para mas maraming tao ang ma-accommodate.",https://www.bulgaronline.com/post/mga-simbahan-inaasahan-ang-dagsa-ng-magsisimba-ngayong-ash-wednesday
63,Bacolod wala nang liquor ban,"ni Jasmin Joy Evangelista  |  March 2, 2022


Tinanggal na ni Mayor Evelio Leonardia ang liquor ban sa Bacolod City at ginawang midnight hanggang 4 a.m. ang curfew. 

Sa inilabas na Executive Order No. 9, Series of 2022 ni Leonardia nitong Martes, March 1, sinabi rito na papayagan na ang full on-site o venue seating capacity sa mga establisimyento, mga indibidwal, at aktibidad dahil nasa Alert Level 1 na ang siyudad hanggang Marso 15.

Pinaalalahanan din niya ang publiko na patuloy na sundin ang minimum public health standards tulad ng physical distancing, tamang pagsusuot ng face mask, body temperature check, at paggamit ng BaCTrac ID system sa mga establisimyento.",https://www.bulgaronline.com/post/bacolod-city-tinanggal-na-ang-liquor-ban
64, DOH nagpaalala sa mga kandidato at tagasuporta na ‘wag magtanggal ng facemask sa kampanyahan,"ni Jasmin Joy Evangelista  |  March 2, 2022


Pinaalalahanan ni Health Undersecretary Maria Rosario Vergeire nitong Martes ang mga kandidato at mga tagasuporta na huwag mag-aalis ng facemask sa mga kampanyahan upang maiwasan ang pagkalat ng COVID-19.

“Gusto ko lang po ipaalala sa ating lahat na nandito pa rin po yung virus. Alam po natin yung mode of transmission ng virus, maari pong droplet infection, na kung saan maari kung kayo ay may sakit, maari po in a matter of this distance makapag-transmit kayo ng impeksyon,” ani Health undersecretary sa isang media forum.

“I just like to remind everybody, lahat po ng ating kababayan [all our fellow Filipinos], including our candidates, including these individuals who are going in these campaign sorties ,please always wear your mask. 'Yan po ang pinakaimportanteng niyong panangga kasama ang inyong bakuna para maproteksyunan ang inyong sarili at para maproteksyunan din po ang ating community,” dagdag niya.

Umapela rin ang health official sa mga local government units na patuloy na magpatupad ng health protocols sa mga poll precincts sa May 2022 elections.

“Magtulong-tulong po tayo para po wala tayong superspreader events and we can maintain and sustain this alert level na mababa at patuloy tayo sa ating new normal,” ani Vergeire.",https://www.bulgaronline.com/post/doh-nagpaalala-sa-mga-kandidato-at-tagasuporta-na-wag-magtanggal-ng-facemask-sa-kampanyahan
65,"70% venue capacity, aprub sa mga campaign rally –  DILG","ni Lolet Abania  |  March 1, 2022


Papayagan lamang ang mga campaign rally ng hanggang 70% venue capacity sa ilalim ng umiiral nang Alert Level 1, ayon sa Department of the Interior and Local Government (DILG).  

“Under the Comelec Resolution 10732, under Alert Level 1, allowed po up to 70% of the operational capacity of the venue whether indoor or outdoor,” paliwanag ni DILG Undersecretary Jonathan Malaya sa Laging Handa public briefing ngayong Martes.

“So meron pa rin po limitasyon sa numero ng mga tao na pwedeng dumalo sa isang pagtitipon kahit na po ‘yung lugar na ‘yun ay under Alert Level 1 na,” sabi ng opisyal.

Sa pangkalahatan sa ilalim ng Alert Level 1, ang lahat ng establisimyento, mga indibidwal, o aktibidad, ay pinapayagan na mag-operate, magtrabaho, o magkaroon ng full on-site or venue/seating capacity, subalit dapat na ipinatutupad pa rin ang minimum public health standards.

Ayon pa kay Malaya, ang DILG ay nakikipag-coordinate na sa Commission on Elections (Comelec) hinggil sa kung paano i-deputized ang mga ahensiya para ipatupad ang nasabing restriksyon.",https://www.bulgaronline.com/post/70-venue-capacity-aprub-sa-mga-campaign-rally-dilg
66,"Suspensyon ng e-sabong, wala pang utos si P-Du30 – Palasyo","ni Lolet Abania  |  March 1, 2022


Ipinahayag ng Malacañang ngayong Martes na wala pang inisyung order si Pangulong Rodrigo Duterte hinggil sa pagpapatigil ng operasyon ng electronic/online sabong (e-sabong).

Ito ang naging tugon ni acting Presidential Spokesperson Karlo Nograles isang araw matapos na ianunsiyo ni Senate President Vicente Sotto III na aniya, “the President has agreed to suspend the licenses for e-sabong operations,” sa gitna ng pagkawala ng tinatayang 31 sabungero.

Binase ni Sotto ang kanyang announcement sa naging pag-uusap nila ni Senador Ronald dela Rosa.

“Procedurally, kailangan ng Senate resolution to be sent to PAGCOR. Then PAGCOR [should be the one] to advise the Office of the President with regard to that,” paliwanag ni Nograles na ang tinutukoy ay Philippine Amusement and Gaming Corporation (PAGCOR).

“The Resolution [has] yet to reach the PAGCOR or the OP,” sabi pa ni Nograles.

Ang Senate public order and dangerous drugs committee na pinamumunuan ni Dela Rosa ay inaprubahan na ang isang resolution na humihimok sa PAGCOR para isuspinde ang issuance ng mga lisensiya sa mga online sabong operations.",https://www.bulgaronline.com/post/suspensyon-ng-e-sabong-wala-pang-utos-si-p-du30-palasyo
67,"Sabit at nakatayo sa bus at jeep, bawal — MMDA","ni Lolet Abania  |  March 1, 2022


Ipinagbabawal sa mga jeep at bus ang mga nakatayo at nakasabit na pasahero sa ilalim ng Alert Level 1, habang pinapayagan lamang ang mga ito para sa full seating capacity, ayon sa Metropolitan Manila Development Authority (MMDA).

Sa isang interview ngayong Martes kay MMDA officer-in-charge at General Manager Romando Artes, tinalakay na nila ang isyung ito sa Land Transportation Franchising and Regulatory Board (LTFRB).

“Hindi papayagan ‘yung tayuan dahil ang nakalagay po sa guidelines ng IATF ay full seating capacity, meaning ‘yung kapasidad lang po ng sasakyan kung saan ang pasahero ay nakaupo. ‘Yun lamang po ‘yung papayagan except po sa MRT... sa capacity ‘yung nakatayo kasi kung makikita niyo ang MRT naman po, LRT, designed po na kaunti lang ang nakaupo at mas maraming nakatayo. Except po doon, sa mga buses at jeepneys po, full seating capacity lang,” paliwanag ni Artes.

Una nang isinailalim simula Marso 1 hanggang 15, ang National Capital Region (NCR) at 38 pang lugar sa bansa sa Alert Level 1, ang pinakamababang COVID-19 risk classification. 

Sa ilalim ng Alert Level 1, ang intrazonal at interzonal travel ay pinapayagan na anumang edad at mayroong comorbidities. Lahat ng establisimyento, mga indibidwal, o aktibidad, ay pinayagang na ring mag-operate, magtrabaho, o magkaroon ng full on-site o venue/seating capacity subalit dapat na ipinatutupad pa rin ang minimum public health standards.

Sa ngayon, ayon kay Artes, ang implementasyon ng full capacity sa mga public transport ay naging maayos. Aniya, ang mga pasahero ay mas disiplinado na at self-regulating na rin.

“Sa ngayon, maayos naman po yung pagpapatupad. Sa tingin naman po namin nadisiplina na yung mga tao at nagse-self-regulate din po,” ani Artes.",https://www.bulgaronline.com/post/sabit-at-nakatayo-sa-bus-at-jeep-bawal-mmda
68,63 M Pinoy fully vaccinated na kontra-COVID-19 — Malacañang,"ni Lolet Abania  |  March 1, 2022


Mahigit sa 63 million Filipinos ang fully vaccinated na kontra-COVID-19 sa ngayon, eksaktong isang taon nang simulan ng gobyerno ang vaccine rollout sa bansa, ayon sa Malacañang ngayong Martes. 

Sinabi ni Acting Presidential Spokesperson Karlo Nograles, may kabuuang 63,219,221 indibidwal ang nakakumpleto na ng kanilang primary vaccine series hanggang nitong Lunes, Pebrero 28. May kabuuan namang 135,747,294 vaccine doses ang na-administered na sa buong bansa. 

Nasa 68,808,944 indibidwal ang nakatanggap ng unang dose, habang 10,214,164 ang nabigyan ng kanilang booster shots matapos na maabot ang tatlo hanggang anim na buwang requirement. 

“With more than 80% of our country’s target population now fully vaccinated, we are confident that we can achieve our goal of vaccinating 90 million Filipinos by the end of the second quarter, and administer at least 72.16 million booster shots by the end of the year,” sabi ni National Task Force (NTF) Chief Implementer at vaccine czar Secretary Carlito Galvez Jr. Target ng gobyerno na maging fully vaccinated ang 77 milyong Pinoy kontra-COVID-19 sa pagtatapos ng Marso, at 90 milyon naman sa panahong si Pangulong Rodrigo Duterte ay bumaba na sa puwesto sa Hunyo 30. 

Ginunita naman ng NTF, kung saan natanggap ng Pilipinas ang unang vaccine shipment noong Pebrero 28, 2021 na donasyon ng Chinese government. Ang mga bakuna ay agad namang ni-rolled out nang sumunod na araw, Marso 1, 2021. 

Ayon pa kay Galvez, simula noong Pebrero nang nakaraang taon, nakatanggap na ang bansa ng mahigit 225 million vaccine doses. 

“The key was to work closely with the medical experts, local government units, diplomatic corps, WHO (World Health Organization), and the private sector to maximize our limited inventory of vaccines. We ensured those in the medical field and the vulnerable sectors of society were given primary protection first,” ani Galvez.",https://www.bulgaronline.com/post/63-m-pinoy-fully-vaccinated-na-kontra-covid-19-malaca%C3%B1ang
69,Libreng 1-araw na unli ride sa nagpabakuna sa LRT2 — LRTA,"ni Lolet Abania  |  March 1, 2022


Inanunsiyo ng Light Rail Transit Authority (LRTA) ngayong Martes na magbibigay sila ng free one-day unlimited pass sa mga commuters na nagpabakuna kontra-COVID-19 sa iba’t ibang Light Rail Transit Line 2 (LRT2) vaccination sites.

Sa isang statement, ayon sa LRTA ang inisyatibong ito ay may kaugnayan sa ginagawang pagsisikap ng Department of Transportation (DOTr) para isulong ang ligtas na public transport system at makatulong sa COVID-19 vaccination drive ng gobyerno.

“This free ride program aims to encourage more commuters to get vaccinated and boosted. We need to step up our vaccination efforts in order to ensure the safety and protection of our commuting public,” pahayag ng LRTA Management. 

Ang pass, kung saan valid para sa isang araw na unlimited use, ay agad na iiisyu matapos na mabakunahan ang pasahero sa LRT2 vax sites.

Ang pasahero na nais i-avail ang pagsakay sa LRT2 ay kailangang magprisinta ng kanyang pass at isang valid ID sa security o station personnel sa pagpasok ng mga gates para magamit ang nasabing free rides.

Noong nakaraang buwan, ang LRTA Recto at Antipolo Stations ay nagkaroon ng COVID-19 vaccination sites.

Sa Marso 7 naman, ayon sa pamunuan ng LRTA, magdadagdag sila ng vaccination site na gagawin sa LRT2 Araneta Center-Cubao station katuwang ang lokal na pamahalaan ng Quezon City.

Ang vaccination site sa Cubao ay bukas tuwing Lunes mula alas-8:00 ng umaga hanggang alas-4:00 ng hapon kung saan magbibigay ng unang dose at booster shots.

Ang Recto Station vax site naman ay bukas tuwing Martes at Huwebes mula alas-8:00 ng umaga hanggang alas-5:00 ng hapon habang ang Antipolo Station vax site ay bukas tuwing Miyerkules at Biyernes mula alas-8:30 ng umaga hanggang alas-4:00 ng hapon.

Ayon pa sa pamunuan ng LRTA, dahil sa nararanasang pagdami ng bilang ng mga nagnanais na magpabakuna kontra-COVID-19 o tinatawag nang vaccinees sa mga LRT2 sites, ang lokal na gobyerno ng Manila, Antipolo at Quezon City ay handang magdagdag ng initial target ng 200 vaccinees sa isang araw kada vaccination site hangga’t ito ay kinakailangan.",https://www.bulgaronline.com/post/libreng-1-araw-na-unli-ride-sa-nagpabakuna-sa-lrt2-lrta
70,Maraming Pinoy sa Ukraine ayaw pang umuwi sa Pilipinas ,"ni Jasmin Joy Evangelista  |  March 1, 2022


Maraming Pinoy sa Ukraine ang ayaw pa ring umuwi ng Pilipinas sa kabila ng ginagawang pag-atake ng Russia.

Ayon sa Department of Foreign Affairs (DFA), umaasa ang mga Pilipino rito na matatapos din agad ang kaguluhan at nagpupunta na lamang sa ligtas na lugar.

""There were 13 Filipinos who were able to cross the border. Twelve adults, one baby. They are now in Warsaw, Poland, in a hotel, being assisted by our embassy. They already took the RT-PCR test and once they test negative, they will be able to go home [to the Philippines] tonight or tomorrow. They were also given $200 assistance,"" pahayag ni DFA Undersecretary Sarah Arriola sa Laging Handa briefing nitong Lunes.

""But we learned there are 33 people who left Kyiv and are in Lyiv, and there are those still leaving Kyiv to go to Lyiv, and they don't want to be repatriated. They want to wait it out [in Lyiv], so we are just in touch with them and stand ready to give assistance as needed. They think this [armed attack] will be over in two to three months,"" dagdag pa ni Arriola.

Kabilang umano sa mga Pinoy na nasa Ukraine ay nagtatrabaho bilang household service workers, mga guro, mga kawani sa international organizations, at mayroon ding nakapag-asawa na ng Ukraine citizens.

""Many of them don't want to be separated with their family members too, and they like the quality of life in Ukraine,"" anang opisyal.

""So rest assured we stand ready to be of assistance and give care packages to them,"" dagdag ni Arriola.

Samantala, pinayuhan ng DFA ang mga Pinoy na malapit sa border ng Moldova at Romania na kailangan ng tulong para makauwi ng Pilipinas, na makipag-ugnayan sa Philippine Embassy sa Budapest.",https://www.bulgaronline.com/post/maraming-pinoy-sa-ukraine-ayaw-pang-umuwi-sa-pinas-dfa
71,Matapos tawaging duwag… Mayor Sara hindi dadalo ng mga debate; mangangampanya na lamang — spox,"ni Jasmin Joy Evangelista  |  March 1, 2022


Magpo-focus na lang umano sa pangangampanya si vice presidential bet Mayor Sara Duterte-Carpio kaysa dumalo sa mga debate, ayon sa kanyang spokesperson nitong Lunes.

""Mayor Sara has already decided to do a campaign without attending debates and instead work her hardest on the ground to continue to earn the trust and win the vote of the people as the next Vice President of the Philippines,"" ano Liloan, Cebu Mayor Christina Frasco. 

Ito ay ipinahayag ni Frasco isang araw matapos tawaging duwag ni vice presidential candidate former Akbayan Representative Walden Bello si Duterte-Carpio dahil sa hindi pagdalo sa vice presidential debate noong Linggo. 

Tinawag din ni Bello na duwag si presidential candidate Ferdinand “Bongbong” Marcos.

""Candidates are at liberty to decide whether or not to accept invitations to debates,"" ani Frasco.

""It is also within a candidate s discretion to limit his exposure to tweets and soundbytes only, as Walden Bello has done, or to have direct and personal engagement with the people, as Mayor Sara has shown this entire campaign season,"" dagdag niya. 

Ayon pa kay Frasco, nabisita na ni Mayor Sara ang 70 siyudad, bayan, isla, at mga probinsiya, sa loob lamang ng halos 2 buwan.

Iiwan din umano ni Mayor Sara ang Davao City na walang pagkakautang, 4th Most Competitive City in the Philippines, at 7th richest City in the country. Sa loob lamang ng halos 5 taon sa panunungkulan bilang alkalde, nakatanggap na ng 118 awards, citations, at recognitions si Mayor Sara.",https://www.bulgaronline.com/post/spox-mayor-sara-magpo-focus-sa-kampanya-kaysa-dumalo-sa-mga-debate
72,Mga asong na-rescue sa QC ite-train bilang community service dogs,"ni Jasmin Joy Evangelista  |  March 1, 2022


Nakatakdang i-train ng Quezon City Veterinary Department (QCVD) ang mga asong gala sa Quezon City upang maging mga service dogs.

Base sa report ng QCVD, nakaka-rescue sila ng 57 na aso kada araw, kabilang ang mga isinu-surrender ng mga may-ari nito. Lahat ng ito ay binibigyan ng matitirahan at kabilang sa candidates for rehabilitation at adoption upang maging pet ng QCitizen families, emotional support dogs, o maging explosive detection dogs.

“Before training them, our veterinarians make sure that the rescued animals undergo comprehensive assessment, health check, and even temperament test. This is for us to determine if a dog is suitable as a pet or a community service canine,” ani Mayor Joy Belmonte.

Bawat aso ay sasailalim sa three-day observation at Safety Assessment for Evaluating Rehoming (SAFER) test na tutukoy sa comfort level with restraint and touch ng aso, reaksiyon sa mga bagong karanasan, katulad ng movement and sound stimuli, bite inhibition, behaviour sa paligid ng mga pagkain at laruan, at pakikitungo sa ibang aso.
 Sasailalim din sila sa screening ng mga karaniwang sakit tulad ng Parvovirus, Distemper, Transmissible Venereal Tumor at Mange and parasitism. Tanging mga malulusog na aso lamang ang qualified sa Rehabilitation and Adoption Program.

“Since the establishment of the QC Animal Care and Adoption Center in November, the city has already partnered with the Quezon City Police District and Bureau of Fire Protection. These agencies will be the first recipients of selected sheltered dogs that they will further train as drug, bomb-sniffing, and rescue dogs,” pahayag pa ni Belmonte.",https://www.bulgaronline.com/post/mga-asong-na-rescue-sa-qc-ite-train-bilang-community-service-dogs
73,DOJ official Aglipay-Villar nagbitiw sa puwesto,"ni Jasmin Joy Evangelista  |  March 1, 2022


Nagbitiw sa puwesto si Justice Undersecretary Emmeline Aglipay-Villar matapos ang halos apat na taong serbisyo sa DOJ.

Sa mensahe sa mga reporters, sinabi ni Justice chief Menardo Guevarra na epektibo ang resignation ni Aglipay-Villar sa March 21.

""It is with deep sadness that I announce the resignation of Atty. Emmeline Aglipay-Villar as undersecretary of the Department of Justice,"" ani Guevarra.

""She will campaign for her husband, former DPWH secretary Mark Villar, who is running for senator in the upcoming elections in May,"" dagdag niya.

Sinabi rin ni Guevarra na patuloy na magtatrabaho si Aglipay-Villar hanggang sa huling araw nito sa departamento.

“Usec. Em will continue to work until her last day in office. As of today, no other Usec. or Asec. is leaving the DOJ,” aniya.

Si Chief State Counsel George Ortha II ang magiging OIC undersecretary sa pag-alis ni  Aglipay-Villar.

Si Aglipay-Villar ay naitalaga sa DOJ noong 2008.",https://www.bulgaronline.com/post/asawang-ex-dpwh-chief-ikakampanya-doj-official-aglipay-villar-nag-resign
74,"Work from home, optional na sa Alert Level 1 – DTI","ni Lolet Abania  |  February 28, 2022


Magiging optional na ang work-from-home arrangement sa mga lugar na isasailalim sa Alert Level 1 sa susunod na buwan dahil na rin sa bumubuting sitwasyon ng COVID-19 sa bansa, ayon sa Department of Trade and Industry (DTI).

Sa isang interview ngayong Lunes kay DTI Secretary Ramon Lopez, sinabi nitong hinihikayat na ang pagkakaroon ng mga onsite work sa ilalim ng Alert Level 1.

“Ie-encourage ‘yung onsite work [under Alert Level 1], ibig sabihin less na ‘yung work from home, magiging optional na ‘yung work from home,” sabi ni Lopez.

Asahan na mangyari ito para aniya, lumakas ang mga negosyo, gaya ng mga stores at restaurants dahil sa marami na ring tao ang lalabas ng kanilang mga bahay.

“Ang maganda dito kapag pumapasok na uli ‘yung mga tao physically, nabubuhay ‘yung mga restaurants at ‘yung mga tindahan, ‘yung mga stores, kasi nasa labas ‘yung mga tao at wala na sa bahay,” paliwanag ni Lopez.

Una nang inanunsiyo ng gobyerno nitong weekend na isasailalim ang National Capital Region (NCR) at marami pang lugar sa bansa sa Alert Level 1 mula Marso 1 hanggang 15, 2022.

Ayon kay Lopez, sa ilalim ng Alert Level 1, lahat ng establisimyento, mga tao, o aktibidad ay pinapayagan nang mag-operate ng 100% capacity. Gayunman, ang vaccination requirement ay mananatili para sa indoor activities. 

“Magbubukas ang ekonomiya but less ang restrictions,” ani opisyal.

Sinabi pa ni Lopez na ang requirements para sa intrazonal at interzonal travels ay mababawasan na rin.

“Wala na ‘yung requirement na RT-PCR [test], ‘yung mga PNP clearance. Pero malaking bagay pa rin ‘yung vaccination card,” saad pa ni Lopez.",https://www.bulgaronline.com/post/work-from-home-optional-na-sa-alert-level-1-dti
75,"Vice Admiral Abu, itinalagang PCG commandant","ni Lolet Abania  |  February 28, 2022


Itinalaga ni Pangulong Rodrigo Duterte si Vice Admiral Artemio Abu bilang chief ng Philippine Coast Guard (PCG) epektibo Pebrero 28, 2022, ayon sa naturang ahensiya.

Sa isang pahayag ng PCG ngayong Lunes na nai-post sa kanilang Facebook page, nagsilbi si Abu bilang Commander ng Maritime Safety Services Command (MSSC) at Task Force Commander ng PCG Task Force Kaligtasan sa Karagatan, bago pa siya na-appointment bilang PCG Commandant.

Naglabas naman ng kopya ang PCG ng appointment papers ni Abu bilang bagong hepe ng PCG.

Si Abu ay miyembro ng Philippine Military Academy (PMA) Class of 1992 at mayroong Master’s Degree in Marine Management sa Dalhousie University sa Halifax, Nova Scotia, Canada.

Bilang isang Coast Guard officer, ayon sa PCG si Abu ay na-assigned na commander ng PCG District Southern Visayas, PCG District Southern Tagalog, at Coast Guard Education, Training, at ng Doctrine Command.

Nagsilbi rin si Abu bilang Commanding Officer sa iba’t ibang PCG ships, kung saan nabigyan siya ng pinakaminimithi ng marami na “Command at Sea” badge.

“All units that CG Vice Admiral Abu commanded, both ashore and afloat, received the distinction as ‘Best Unit of the Year’ at the national level. CG Vice Admiral Abu was recognized as a Distinguished Cavalier Awardee for 2021 in the field of Coast Guard operation. The said award is the highest recognition given to PMA alumni for their outstanding achievements in the field of government service,” pahayag pa ng PCG. 

Sa ngayon, wala pang kumpirmasyon ang Malacañang hinggil sa appointment ni Abu bilang ika-29 chief ng PCG.",https://www.bulgaronline.com/post/vice-admiral-abu-itinalagang-pcg-commandant
76,"Suspensyon ng e-sabong license, aprub kay P-Du30 – Sotto  ","ni Lolet Abania  |  February 28, 2022


Inaprubahan na ni Pangulong Rodrigo Duterte na isuspinde muna ang mga lisensiya ng online cockfighting o “e-sabong”, habang nakabinbin ang resolusyon ng mga kaso ng 31 missing cockfighting enthusiasts o “sabungeros,” ayon kay Senate President Vicente Sotto III ngayong Lunes na mula aniya, sa ibinigay na impormasyon ni Senador Ronald dela Rosa. 

“Sen. Dela Rosa informed me that PRRD told him yesterday that he agrees!” ani Sotto sa isang tweet. Subalit, wala pang kumpirmasyon sa ngayon si Dela Rosa hinggil sa naging pahayag ni Sotto. Samantala, sinabi ng Malacañang na maghintay na lamang muna ang publiko ng anunsiyo na manggagaling kay Pangulong Duterte.  

“Abangan na lang natin mamaya sa Talk to the People, or even before that kung meron kaming ilalabas na announcement,” sabi ni acting Presidential Spokesperson Karlo Nograles sa isang press briefing. 

Si Dela Rosa ay siyang chairman ng Senate Committee on Public Order and Dangerous Drugs, kung saan iniimbestigahan ang pagkawala ng 31 sabungero. 

Sa isang Senate hearing noong nakaraang linggo, nag-propose ng isang resolution sina Sotto at Senador Panfilo Lacson na humihiling kay Pangulong Duterte para atasan nito ang Philippine Amusement and Gaming Corporation (PAGCOR) na pansamantalang itigil ang mga e-sabong operations. 

Kabilang sa mga existing e-sabong licenses ay sa Belvedere Vista Corp., Lucky 8 Star Quest Inc., Visayas Cockers Club Inc., Jade Entertainment And Gaming Technologies, Inc., Newin Cockers Alliance Gaming Corp., Philippine Cockfighting International Inc. at Golden Buzzer, Inc. 

Ayon kay PAGCOR Acting Assistant Vice President for E-Sabong Department na si Diane Erica Jogno, agad namang susunod ang ahensiya sa pagpapasuspinde sa mga lisensiya ng mga e-sabong. 

“We are okay with suspending e-sabong and we will secure approval from the Office of the President,” sabi ni Jogno. 

Nakatakda naman ang susunod na Senate hearing hinggil sa nawawalang sabungero sa Biyernes, Marso 4.",https://www.bulgaronline.com/post/suspensyon-ng-e-sabong-license-aprub-kay-p-du30-sotto
77,"MRT3, 100% passenger capacity na bukas — DOTr  ","ni Lolet Abania  |  February 28, 2022


Itataas na ang passenger capacity sa MRT3 sa 100% mula sa dating 70% simula bukas, Marso 1, kasabay ng pagsasailalim sa National Capital Region (NCR) sa Alert Level 1 mula naman sa dating Alert Level 2, ayon sa Department of Transportation (DOTr) ngayong Lunes. 

Sinabi ng DOTr na ang MRT3 ay may kapasidad na maglulan ng 1,182 pasahero bawat train set o 394 kada wagon. Binubuo ang bawat train set ng tatlong wagon.

“Ang pagtataas ng kapasidad ng mga tren ay bilang tugon ng pamunuan ng MRT-3 at Kagawaran ng Transportasyon sa pagtaas ng demand sa pampublikong transportasyon sa pagbubukas ng mas maraming establisimyento sa Metro Manila,” pahayag ng DOTr sa Facebook.

Gayunman, paalala ng ahensiya sa mga pasahero na mahigpit pa ring ipatutupad ang minimum public health standards, kung saan ang magsalita o makipag-usap, kumain, uminom at sumagot sa mga tawag sa cell phones ay mananatiling ipinagbabawal sa loob ng mga tren.

Ayon pa sa DOTr, ang mga pasahero ay required pa rin na magsuot ng face mask subalit ang pagsusuot ng face shields ay mananatiling boluntaryo. 

“Upang matiyak ang kaayusan at implementasyon ng minimum public health standards sa buong linya, patuloy na magtatalaga ng mga train at platform marshals ang pamunuan ng MRT-3 sa mga tren at istasyon nito,” dagdag ng ahensiya.",https://www.bulgaronline.com/post/mrt3-100-passenger-capacity-na-bukas-dotr
